sacrebleu,rouge_l,meteor,bertscore,a3cu,tapas_acc
36.827554025726904,46.51162790697674,83.00434512725016,89.33656215667725,47.19957113265991,100.0
0.09779488761471099,18.6046511627907,10.97345132743363,89.11175727844238,25.901633501052856,100.0
19.99043936457949,38.17427385892117,45.10995166464112,91.05544686317444,70.31330466270447,100.0
24.333952098027968,56.56565656565656,59.28168799512492,93.39630603790283,79.17356491088867,100.0
87.91116082044837,95.91836734693877,95.90589517835201,99.56673979759216,96.01882100105286,100.0
2.861959282647998,27.72277227722772,27.474150664697188,91.16517901420593,40.95029830932617,0.0
3.3583539592178826,21.538461538461537,22.7696601322975,89.96598720550537,54.67366576194763,100.0
3.502807360298272,21.49532710280374,18.074595460216376,87.2729480266571,26.63056254386902,100.0
38.25434078276464,45.333333333333336,48.49312066903434,94.07675862312317,92.76942014694214,100.0
40.93959137782814,56.790123456790134,53.47679394338382,92.37228631973267,74.16676878929138,0.0
8.08545175546539,33.613445378151255,29.65019083367505,89.8183822631836,14.900441467761993,100.0
14.823405572723416,32.58426966292135,40.75670743877056,89.43095803260803,40.090420842170715,0.0
35.69128057376408,50.955414012738856,52.94419253432716,92.73806810379028,86.73233985900879,100.0
6.852591891057256,31.666666666666664,25.813692480359148,89.79661464691162,44.321927428245544,100.0
52.877551305434885,77.41935483870968,81.88194398543452,95.65052390098572,95.1530396938324,100.0
16.803345416356894,50.70422535211267,43.50348027842227,92.9711401462555,73.03457856178284,100.0
27.39983853603191,41.02564102564102,57.29645857059733,94.3291187286377,81.98838233947754,100.0
35.53436025501301,73.40425531914892,65.61875154920267,93.60851645469666,72.97447323799133,100.0
9.699065152895953,46.31578947368421,55.195584353251746,92.59147047996521,73.8211452960968,100.0
10.40980402805065,31.275720164609055,32.45362377660448,88.89874219894409,36.3695502281189,100.0
14.427744210471372,25.454545454545457,59.107824658063905,89.52041864395142,42.35662221908569,100.0
3.1694716801365055,29.411764705882355,24.43947250041433,86.64295077323914,42.0391321182251,100.0
21.220904285370626,46.57534246575343,52.47058823529412,93.9070999622345,82.24408626556396,100.0
24.68138764884703,48.421052631578945,40.20700636942674,90.59683084487915,69.05142068862915,100.0
37.08124485354123,40.74074074074075,55.96187943262411,92.94745326042175,82.45490193367004,100.0
2.77184498285197,30.399999999999995,22.94359212769255,89.26069736480713,31.033018231391907,0.0
17.159678574761067,57.57575757575758,32.60577126338012,94.16899681091309,76.65067315101624,100.0
9.629512849566007,28.31858407079646,27.27481706142885,88.16230297088623,27.277636528015137,100.0
8.615935858894622,42.780748663101605,27.083876092136617,92.11857318878174,61.0385000705719,100.0
32.92760521658292,49.557522123893804,52.815138988459346,92.89363026618958,70.74391841888428,100.0
14.920704060199826,50.505050505050505,40.31077967373909,92.98642873764038,47.84848988056183,100.0
23.914974031169645,53.333333333333336,55.379746835443036,94.20624375343323,59.58426594734192,100.0
9.499075670617334,36.9047619047619,30.526912992707167,90.85562229156494,49.86194968223572,100.0
25.504723257572845,47.513812154696126,45.370343254954996,91.31097197532654,67.54588484764099,100.0
24.64589076491397,64.28571428571429,71.56635802469135,96.00836634635925,94.89262700080872,100.0
28.475935764963182,52.57731958762886,61.03661710519914,92.5614595413208,81.6918134689331,100.0
36.189352330666644,51.470588235294116,45.404605263157904,91.13230109214783,63.19088339805603,100.0
4.389449230289849,24.48979591836735,20.561943620178038,87.48371601104736,48.26898276805878,100.0
37.93572619314827,48.543689320388346,48.733062624186786,94.09236907958984,71.55877947807312,100.0
15.310245441182436,66.66666666666666,76.21951219512195,93.62212419509888,85.39029955863953,100.0
6.7581178066175225,26.666666666666668,21.546138328145247,89.55894708633423,44.28747296333313,100.0
6.169994577513235,43.03797468354429,29.2860230893632,89.97552394866943,58.91677737236023,100.0
19.9539186063801,35.08771929824561,35.25358110723964,91.66834950447083,56.128519773483276,100.0
22.619925872944226,54.117647058823536,62.452690266778866,93.23644638061523,76.56127214431763,100.0
39.502489727276,71.875,69.95148281205974,96.4099645614624,91.83331727981567,100.0
7.830946855279026,36.48648648648649,25.955580590649387,89.21026587486267,28.4734308719635,100.0
30.57125528095701,49.46236559139784,57.42821473158551,93.08801293373108,60.329777002334595,100.0
16.531321026212098,37.18592964824121,40.01423177671303,91.38690233230591,41.08515679836273,100.0
24.24637448728351,47.36842105263158,61.020224719101115,90.98069667816162,61.16277575492859,100.0
5.311081986981264,35.8974358974359,28.307174887892376,89.6367073059082,4.686850681900978,0.0
9.256222880838614,38.235294117647065,37.95379537953795,92.92386770248413,59.57195162773132,0.0
6.723291316977716,29.292929292929294,21.14027257585099,86.16548180580139,33.23960304260254,100.0
8.60038378589031,29.411764705882355,40.65096952908587,89.35489654541016,39.02219235897064,0.0
20.970810183599323,40.61302681992338,36.31316780105707,90.673828125,39.69058394432068,100.0
32.96381166319467,56.310679611650485,41.76273909705972,94.65431571006775,70.51923871040344,100.0
11.555111897206631,31.25,33.21696325589059,89.79839086532593,39.03750479221344,100.0
32.590334023445145,47.72727272727273,53.17483273089071,92.34427213668823,66.11648797988892,100.0
9.919381978606117,37.333333333333336,28.07716987940975,89.31981325149536,59.49211120605469,100.0
6.442594082747849,24.705882352941178,32.3194213970381,88.2031798362732,13.788662850856781,0.0
5.998455314367283,32.16783216783217,28.724617927565316,89.73494172096252,36.764952540397644,100.0
11.434338200880834,42.30769230769231,60.84656084656085,92.06663966178894,76.81564688682556,100.0
5.462307279418421,43.75,45.99230996746524,89.46188688278198,34.69255566596985,100.0
49.75737592541337,65.88235294117646,83.68151282068153,98.35243821144104,95.21024823188782,100.0
7.490045425016824,32.38095238095238,26.28731039868457,88.9017403125763,24.745073914527893,100.0
17.27941254166458,31.06796116504854,40.454353784524564,92.06183552742004,33.14947783946991,100.0
10.802632311970978,36.231884057971016,36.594202898550726,87.70557641983032,39.13591504096985,100.0
12.169683855280514,27.802690582959638,25.347982823151526,88.97279500961304,52.96676158905029,0.0
25.592013198332744,48.837209302325576,56.466540104413866,93.61840486526489,75.51050186157227,100.0
11.902397448487498,34.66666666666667,37.25428636036923,87.30363249778748,49.0343302488327,100.0
20.19236103213808,37.2093023255814,42.6625016949493,89.67856764793396,11.626655608415604,100.0
15.88513181241605,43.63636363636363,49.09934467450684,93.13729405403137,64.33807015419006,100.0
11.716425278913531,45.90163934426229,41.19318181818182,94.36785578727722,80.97361922264099,100.0
9.010295717278263,23.703703703703702,40.39097458067369,88.43914866447449,24.180781841278076,100.0
22.68449796029907,44.11764705882353,57.191423534913845,92.04084873199463,85.27154326438904,100.0
0.6277608216676126,22.47191011235955,12.823725981620715,87.89938688278198,19.25920397043228,100.0
15.481531481456901,40.81632653061224,43.60526315789473,89.53871130943298,72.58264422416687,100.0
30.037133209719546,37.142857142857146,51.65006834602617,92.99520254135132,62.038034200668335,100.0
11.891297458118357,50.0,37.81249999999999,92.04414486885071,50.243884325027466,100.0
11.004385423899631,35.76158940397351,29.258410036148675,89.68995213508606,46.024543046951294,100.0
31.012962242958793,52.22929936305732,41.11288630678608,91.53074622154236,69.42641735076904,100.0
64.94199269230101,70.0,80.7940302105094,93.8125729560852,81.45914673805237,100.0
14.968224287358774,38.57142857142857,33.517656992433906,89.58039879798889,45.14377415180206,100.0
6.077412389238448,24.30939226519337,26.049055704430984,86.20437979698181,30.159103870391846,0.0
27.88241097922203,68.9655172413793,74.35085868354729,96.5149462223053,51.527684926986694,100.0
18.844879396518117,50.000000000000014,36.84289326590363,91.339772939682,45.34705579280853,100.0
8.367341293559114,35.416666666666664,35.86221470836855,91.92447662353516,47.57285118103027,100.0
35.00324152654725,52.892561983471076,58.836617180461424,91.18437170982361,51.85547471046448,100.0
100.00000000000004,100.0,99.98518518518519,99.99999403953552,93.99480819702148,0.0
6.206870794013874,25.352112676056336,39.074196280828936,84.34158563613892,9.428543597459793,100.0
5.738387298047359,25.742574257425744,22.009743050912213,89.36908841133118,31.612461805343628,100.0
4.638958042278123,26.008968609865473,18.929781233729308,88.04301619529724,28.30292284488678,100.0
19.23216552618004,41.37931034482759,37.227260044642854,92.18773245811462,54.52989935874939,100.0
30.73985918305814,57.6923076923077,69.9385423435131,95.0254499912262,62.16273307800293,100.0
42.28354930734528,57.6923076923077,65.97737134069314,93.38836669921875,78.19530963897705,100.0
30.365595260983238,41.509433962264154,45.953713779660085,92.99115538597107,78.19848656654358,100.0
22.84301340575136,44.705882352941174,55.97014925373135,93.97860169410706,72.6331114768982,100.0
10.476264575588214,28.800000000000004,36.19673605822554,88.71195912361145,30.99076747894287,100.0
3.5457834700168633,23.12925170068027,19.00759272355807,84.52072143554688,5.334646627306938,0.0
29.41317238713371,52.54237288135594,52.97978143129735,95.29510140419006,84.21763181686401,100.0
0.2495829782106602,12.598425196850393,11.498616401136998,85.68696975708008,10.421030968427658,100.0
1.3244279590718524,24.61538461538462,14.287371134020619,89.37126398086548,42.585498094558716,100.0
13.699862904674102,44.73684210526315,40.6113555380832,92.07631349563599,40.38923382759094,100.0
7.769249378773958,30.392156862745097,33.16669323798028,88.76110315322876,53.46704125404358,0.0
7.130850459789037,24.884792626728107,22.15945993694238,86.8427038192749,15.834598243236542,100.0
23.87832434825655,44.35146443514644,49.82399133495803,90.16332626342773,9.533047676086426,100.0
32.45928043271061,60.86956521739131,64.13413413413413,95.06761431694031,91.15414619445801,100.0
0.4191356919179586,24.0,14.79119845293472,86.97283864021301,44.26742494106293,0.0
4.529530981566417,23.829787234042552,33.417407799288895,88.45093250274658,41.618284583091736,100.0
35.37444254419943,44.15584415584416,50.61051235993499,93.5289740562439,67.76747107505798,100.0
9.807384976790635,39.56043956043956,25.02773417873483,89.94274735450745,49.306997656822205,100.0
41.19645268470223,34.285714285714285,64.19140627538124,94.64365243911743,58.890944719314575,100.0
5.724182265855349,38.96103896103896,41.69904169904169,89.7854745388031,80.17016649246216,100.0
14.051475700541953,44.21052631578948,41.60392673544532,88.39864730834961,12.659038603305817,0.0
27.184713048261635,60.46511627906976,40.92875087574384,94.67244744300842,55.65633773803711,100.0
81.96501312471537,96.7741935483871,94.22781271837876,99.34161901473999,93.01331043243408,100.0
8.115521673757929,25.563909774436095,28.408170103045848,85.14843583106995,17.701129615306854,100.0
5.9248624551225015,43.58974358974359,30.465733590733592,89.34090733528137,56.40308856964111,100.0
5.552893587902361,27.27272727272727,44.51667476908119,89.9809718132019,37.26552724838257,100.0
19.025312110087167,57.14285714285715,40.472599296128706,94.1720187664032,66.96133017539978,100.0
21.15775322364155,40.32258064516129,40.32591340283648,91.18837714195251,53.648269176483154,100.0
19.779138223159798,52.89256198347106,42.572020102653596,92.6656186580658,78.48551869392395,100.0
15.076131478543108,49.799196787148595,49.24679725904962,93.18184852600098,68.30378770828247,100.0
28.959893326911057,46.51162790697675,41.45053664284434,94.17250156402588,79.02580499649048,100.0
32.88765554032475,64.22018348623853,63.490812062732104,94.18603777885437,88.2814884185791,100.0
13.364975963777649,31.16883116883117,30.6333780160858,88.57004046440125,32.777464389801025,100.0
4.691198253379063,37.83783783783784,23.93263716194734,91.42372012138367,36.96931600570679,100.0
7.901622318749405,41.66666666666667,29.58984375,91.89460873603821,43.697550892829895,100.0
28.844551879719432,55.882352941176485,55.422392979849576,96.48290276527405,83.6393654346466,100.0
6.715586112140705,34.92063492063492,28.60803452519429,90.04886746406555,43.54044198989868,100.0
38.27251764541216,47.27272727272727,56.146992512930574,92.91073083877563,20.9528386592865,100.0
39.44184070463893,71.6417910447761,67.42731144037384,95.69648504257202,79.21469211578369,100.0
